"","GSM1536406","GSM1536407","GSM1536408","GSM1536409","GSM1536410","GSM1536411","GSM1536412","GSM1536413"
"RTN3",5.73407,5.41042,5.86862,4.61144,3.80694,2.72358,7.37127,6.08416
"RTN4",6.58361,7.56703,8.24518,6.97338,5.64343,7.09382,8.8348,8.48532
"RTN4IP1",0.917106,0.874,0.740024,0.560003,1.18611,0.784647,1.08005,1.27943
"RTN4R",0.621219,0.683425,0.676122,0.909384,0.927783,0.649501,0.414123,0.838341
"RTN4RL1",1.14269,1.20504,1.39117,1.13665,1.91668,1.11903,1.51184,1.74147
"RTN4RL2",0.306833,0.400248,0.306833,0.541812,0.525293,0.953398,0.69167,1.21297
"RTP1",0.596032,0.729633,0.50286,0.856863,1.34321,0.968166,0.535048,0.838387
"RTP3",1.73992,1.67181,1.40622,2.33156,2.16385,1.5968,1.67442,1.57779
"RTP4",0.914081,0.999256,0.321852,0.585526,0.595638,0.990308,0.799205,0.567978
"RTTN",2.60424,2.78165,2.9083,2.68899,2.53046,2.01062,2.34362,2.86871
"RUFY1",2.13063,2.13063,2.27715,1.52301,2.47377,1.27408,1.16064,2.43352
"RUFY2",3.18727,3.169,3.9479,2.30994,2.28494,2.50947,3.72753,2.94068
"RUFY3",4.5688,5.14381,4.53711,3.34995,4.7879,6.14674,4.39981,4.81918
"RUNDC1",1.559,1.54036,1.38725,2.66863,1.11347,1.48246,2.16077,1.11542
"RUNDC2A",1.63336,2.92605,1.85545,2.67208,3.80694,1.27178,2.44986,3.02015
"RUNDC2B",2.82402,2.94468,2.59934,3.88647,4.59273,2.58936,2.61511,2.70758
"RUNDC2C",2.96317,3.16603,3.36715,3.29621,3.48308,2.34471,3.93172,3.16838
"RUNDC3A",0.361458,0.58068,0.524017,1.24512,1.12122,1.62065,0.547696,0.818932
"RUNDC3B",1.23245,1.89632,1.13964,1.87819,2.79314,1.79701,1.61559,1.70343
"RUNX1",6.47519,4.52882,6.19164,3.74394,4.7211,2.10834,4.10028,3.55701
"RUNX1T1",3.55917,4.33466,3.14238,3.75911,3.75799,4.11432,3.89961,4.03565
"RUNX2",2.38675,2.79465,3.77562,1.62379,2.45673,0.889384,1.2049,2.20283
"RUNX3",1.22984,1.46733,1.86014,1.58989,2.95492,1.46733,1.08118,1.3422
"RUSC1",3.43145,2.84688,2.35904,2.18624,2.00873,2.44102,2.50424,2.56031
"RUSC2",2.47495,2.79334,2.33705,2.05528,3.23265,4.44046,2.46233,2.998
"RUVBL1",0.880217,1.03017,1.37116,1.13178,0.852595,1.96242,0.989099,1.33553
"RUVBL2",5.39271,3.92136,3.46486,2.74533,2.80456,2.6041,4.11465,4.14331
"RWDD1",5.32355,6.19224,5.97041,3.84859,4.73321,6.38454,6.43918,5.54118
"RWDD2A",1.50139,1.90107,1.49916,1.72015,2.53273,1.31001,2.38338,2.4407
"RWDD2B",3.45481,2.96913,2.49918,1.63613,1.47378,3.34468,3.06577,2.71347
"RWDD3",1.87368,2.68874,2.70542,1.78374,2.40597,2.9212,2.21988,2.85176
"RWDD4A",3.04384,4.09837,4.52814,3.82559,4.14486,5.63408,4.52814,4.35349
"RXFP1",0.482508,0.172351,0.148888,0.695594,0.907682,1.28969,0.16928,0.285948
"RXFP2",1.03682,0.275863,0.146029,0.190815,0.235814,0.195458,0.166944,0.335173
"RXFP3",0.330075,0.117013,0.279768,1.53718,0.725762,0.728336,0.179903,0.694317
"RXRA",4.13574,3.94668,3.94255,4.10446,3.12696,4.1658,4.85621,4.14612
"RXRB",2.74903,3.54279,3.25522,3.51212,2.9341,2.8761,3.28108,3.29492
"RXRG",0.560906,0.606456,0.877578,0.291893,1.11603,1.18443,0.232419,0.439387
"RYBP",3.86016,3.71854,3.92952,3.58837,3.52977,3.94875,3.60276,4.24918
"RYK",3.82367,3.85963,4.26641,3.8723,4.24129,3.23821,4.24639,3.71653
"RYR1",0.989476,0.823253,0.792365,1.08587,1.26743,0.68688,0.997532,1.88831
"RYR2",1.02889,0.569427,0.291769,0.763843,1.59558,0.669397,0.489636,0.485316
"RYR3",0.487977,1.2839,0.736984,0.599064,0.736984,0.763765,0.638837,0.790017
"S100A1",1.48787,1.46615,1.45161,1.84559,1.58947,1.42109,1.84044,1.76793
"S100A10",6.6821,6.94379,6.1385,6.19015,6.53911,7.38117,6.91154,7.34776
"S100A11",6.04275,5.12194,5.73601,5.14685,4.77993,5.00856,5.2347,5.31705
"S100A12",1.30121,0.776117,4.50179,1.38752,1.27396,0.940464,0.78217,1.35711
"S100A13",5.00318,5.06004,4.83672,4.23153,4.27997,5.09812,6.05093,5.36525
"S100A14",0.531773,0.739948,0.591076,0.559566,0.746435,1.39869,0.41168,0.498559
"S100A16",4.25473,3.19789,3.76913,2.68184,2.64313,3.40796,3.4362,3.4399
"S100A2",1.83896,2.16134,1.85422,2.19175,1.88648,1.46757,1.87879,2.08533
"S100A3",1.30241,1.2753,1.05981,1.7456,1.61922,1.52736,0.896033,0.587235
"S100A4",8.15391,7.41237,6.82863,6.97287,6.86377,6.8664,7.60617,7.83393
"S100A5",0.596513,0.4929,0.20632,0.210872,0.662265,1.06069,0.20632,0.405347
"S100A6",6.11217,6.73471,6.58565,6.3496,6.30123,6.57448,6.88201,7.01317
"S100A7",2.49728,2.20807,1.83724,1.95767,2.43393,1.59187,1.59215,1.83724
"S100A7A",2.73904,2.79181,2.92915,3.32657,3.10271,3.20939,2.77207,3.66364
"S100A8",4.95125,1.52413,7.09134,5.81468,1.02717,1.12133,1.84655,2.60549
"S100A9",4.1584,1.95277,5.01763,4.45228,2.45942,1.94541,1.81507,2.48671
"S100B",1.55025,1.36778,1.23243,2.21926,1.21855,1.23418,3.79327,3.10159
"S100G",0.344796,0.610122,0.612587,0.449589,0.278777,0.855887,0.950471,0.492941
"S100P",1.44045,1.24291,2.63791,2.04482,2.16614,1.78998,1.07796,1.4357
"S100PBP",2.50639,4.90849,3.96839,3.93744,3.30249,5.18201,3.56958,3.53381
"S100Z",0.21343,0.374076,0.269904,0.326379,0.269904,1.28673,0.211648,0.0955257
"S1PR1",3.18762,5.63022,4.74725,3.83905,1.58936,4.08354,5.12988,4.9326
"S1PR2",4.37182,2.50218,2.85892,1.53285,2.59272,1.71815,1.91099,2.01658
"S1PR3",0.858524,2.50821,1.39719,1.2887,0.708624,1.45332,0.635169,1.23083
"S1PR4",1.63981,1.40174,1.62762,1.82589,2.17217,1.50045,1.16074,1.55466
"S1PR5",2.38606,2.81243,2.58279,2.72813,2.28427,2.73474,2.79828,2.49203
"SAA1",4.02159,1.91399,5.89423,5.84148,1.58212,3.05445,10.1762,8.21899
"SAA2",4.02159,1.91399,5.89423,5.84148,1.58212,3.05445,10.1762,8.21899
"SAA3P",0.276788,0.198665,0.688814,0.0182837,0.146049,1.09896,0.560784,0.645947
"SAA4",0.747337,0.432337,0.760581,0.565174,0.694419,0.478917,1.78418,1.08142
"SAAL1",2.32767,2.84134,2.07011,2.49755,0.871726,1.93499,2.30266,2.49884
"SAC3D1",5.85494,4.94179,3.90619,4.82976,2.64313,4.19041,4.8927,5.15174
"SACM1L",2.52229,2.76433,2.5801,2.08068,1.80923,2.7112,4.09015,3.09484
"SACS",3.17213,2.38905,2.36801,1.98199,2.36892,3.45238,2.44667,2.05576
"SAE1",3.98186,4.65086,4.67874,4.37938,3.12605,4.67762,4.41439,4.17712
"SAFB",5.42165,5.01099,3.96496,4.46484,4.27055,3.93606,4.68393,4.34242
"SAFB2",4.36636,4.52197,4.5783,4.23735,4.52367,5.45217,4.77162,4.34926
"SAG",0.609363,0.709701,0.443351,0.566856,1.08317,1.2377,0.529231,0.753724
"SAGE1",-0.0275266,-0.049084,0.10204,0.531966,0.582678,0.245451,0.143713,0.0999361
"SALL1",0.173577,0.0767921,-0.0216392,0.182357,0.307419,0.469868,-0.013249,0.204678
"SALL2",2.89574,2.61819,2.11127,2.99435,3.01843,2.85732,3.23606,3.00043
"SALL3",0.842235,0.565037,0.254273,0.960277,1.9364,1.3395,0.528068,0.621526
"SALL4",0.66463,0.348342,0.731442,0.921026,1.33578,0.530697,0.308529,0.704613
"SAMD1",2.09496,1.99325,1.76646,2.81591,3.4182,1.59523,1.99729,2.29356
"SAMD10",1.71991,1.77857,1.11868,1.34063,1.5863,1.54412,1.49641,1.57576
"SAMD11",2.72378,2.14959,2.6213,2.28426,1.86177,1.90964,0.958331,2.33147
"SAMD12",-0.0300046,-0.0737243,-0.0382578,0.223308,0.573538,0.243272,-0.0630044,-0.0255661
"SAMD13",0.824306,0.256702,0.166446,0.6666,0.59687,0.652088,0.368427,0.599623
"SAMD14",1.81114,2.81159,2.03776,2.32159,2.50802,1.92624,1.80153,1.87694
"SAMD3",3.69782,3.42761,2.3177,3.57089,2.67416,0.960118,3.59211,2.66612
"SAMD4A",2.3374,3.67523,3.78755,3.55217,3.34988,4.60541,3.72853,3.32668
"SAMD4B",4.14612,3.05658,3.56432,3.24385,2.84282,2.61378,2.893,3.10012
"SAMD5",1.35298,1.42157,1.1483,1.4976,1.51619,1.72252,1.13133,1.22813
"SAMD8",4.29526,3.65901,4.18689,4.14232,2.64313,1.99103,5.03221,3.30671
"SAMD9",2.25098,4.03064,3.68979,2.2449,2.54321,3.55942,3.72954,4.53486
"SAMD9L",2.55063,4.06013,2.82286,2.79956,2.02199,3.46788,3.02442,3.88264
"SAMHD1",5.65152,6.66273,6.39732,5.86444,3.7163,4.97491,5.84156,6.19712
"SAMM50",5.41127,4.32123,3.90396,3.83107,1.98403,3.88157,3.90843,4.37065
"SAMSN1",2.52352,2.4754,3.74545,1.15989,1.72607,2.08421,1.89145,1.22024
"SAP130",1.45084,1.13406,1.549,1.57132,1.7549,1.72085,1.27186,1.84466
"SAP18",5.81975,5.85994,6.15485,5.29618,4.33381,4.86093,6.6422,6.25465
"SAP25",4.21589,3.84083,3.5917,4.5017,3.782,2.75189,2.93132,3.51545
"SAP30",5.50733,5.06027,6.97154,5.29592,4.20203,2.49509,4.29188,3.69868
"SAP30BP",5.17863,4.88045,5.25246,4.35518,4.0245,4.71837,5.11573,4.78835
"SAP30L",2.72581,1.72376,1.68412,1.83101,3.40777,1.58637,2.85643,1.60388
"SAPS1",3.05217,2.25844,1.6785,2.31261,1.77106,1.55424,2.02706,1.73857
"SAPS2",3.41774,3.30479,3.62142,3.34436,3.1404,1.5968,3.14626,2.87728
"SAPS3",2.98853,5.88138,6.09785,4.9101,3.54534,5.55661,6.52517,6.21286
"SAR1A",6.97267,7.26834,7.93121,6.32291,6.31448,7.64242,7.72536,7.64062
"SAR1B",2.86812,2.54452,2.58279,2.32012,1.36104,3.84531,3.56733,2.56144
"SARDH",1.76395,1.82698,1.24527,1.36129,1.59558,2.30378,1.11598,1.87045
"SARM1",2.63967,2.69221,2.43196,2.33846,3.97809,2.33801,2.13041,2.64699
"SARNP",3.39028,3.81887,4.42383,3.31969,2.56102,2.45413,4.1427,4.21492
"SARS",5.07246,4.57028,4.91689,3.38607,2.89224,3.64323,4.29141,4.41052
"SARS2",1.50701,1.74031,1.05133,1.04685,1.50489,0.995554,2.4385,1.25461
"SART1",3.86008,3.57326,3.28143,2.46166,2.58599,1.94273,2.9197,2.87202
"SART3",5.71842,5.77282,6.14292,4.8667,5.57436,4.11738,6.03627,5.5956
"SASH1",3.07099,4.76922,4.9581,2.34938,3.19789,3.85853,4.99369,4.43631
"SASH3",2.74732,2.15366,1.81785,1.91522,0.847003,1.16286,1.39413,1.45896
"SASS6",0.428022,0.653898,-0.0315014,0.567541,0.496854,0.347232,0.65162,0.352626
"SAT1",7.56107,7.9039,8.9258,6.81491,6.11813,7.36371,7.91723,8.13659
"SAT2",3.50216,3.85465,3.69352,2.93258,3.05119,3.88057,3.97415,3.75826
"SATB1",4.44825,3.52087,3.61044,3.44645,3.99594,4.32428,4.29992,3.63148
"SATB2",1.08885,1.71465,1.40239,2.32744,2.18265,1.57541,1.68064,1.51064
"SAV1",2.25056,3.65328,3.63236,1.9033,2.96029,4.32669,3.62921,3.49774
"SBDS",5.93586,6.71711,6.93417,6.6701,6.02143,7.11568,7.10814,6.66816
"SBDSP1",5.93586,6.71711,6.93417,6.6701,6.02143,7.11568,7.10814,6.66816
"SBF1",2.81182,2.67833,2.50944,2.63726,2.55966,2.52868,2.44021,2.42665
"SBF2",2.61348,3.23843,3.59181,2.52792,2.03559,4.70321,4.18997,3.60118
"SBK1",0.642544,0.133641,0.314547,1.27082,2.21879,1.07122,0.504251,0.738328
"SBNO1",2.4241,3.83965,2.30704,2.84164,2.76413,3.86676,2.88866,3.67718
"SBNO2",4.10567,3.91656,4.45108,3.91672,3.65362,3.559,3.74471,3.67445
"SBSN",0.24676,0.117021,0.112118,0.254273,1.28896,0.189873,0.324071,0.265913
"SC4MOL",2.93326,3.30869,2.83154,2.4564,2.68236,2.74478,2.66197,3.58749
"SC5DL",2.91798,2.40512,1.96504,2.37536,1.79465,2.79231,3.95631,2.88822
"SC65",3.90619,2.85397,2.44967,2.16907,2.48539,2.37466,1.44603,1.81433
"SCAF1",0.987619,0.826245,1.02653,0.890661,0.899968,0.738304,0.655216,0.611677
"SCAI",0.656126,1.26606,0.690076,1.10729,0.702099,1.67896,0.702099,1.92367
"SCAMP1",3.63635,3.3635,3.93199,3.24227,3.54773,2.37412,3.85627,2.82896
"SCAMP2",5.91863,5.13937,6.01481,3.99618,1.83821,3.05265,5.58842,4.28453
"SCAMP3",2.71721,2.27435,2.03276,1.78982,2.21288,1.6454,2.21182,2.32794
"SCAMP4",2.9805,1.52358,2.1923,1.14709,0.942765,1.10674,1.66671,2.09243
"SCAMP5",1.31187,1.09176,0.818379,0.750683,1.10742,1.94004,0.856785,0.758417
"SCAMPER",0.273636,0.370712,0.16759,0.288317,0.179735,0.517079,0.489636,0.27491
"SCAND1",0.593812,0.649658,0.478917,1.41893,0.844771,1.1695,0.498922,0.666276
"SCAND2",1.83265,1.03371,1.62873,1.31459,2.43489,0.966967,1.22561,1.08885
"SCAND3",0.255276,0.235758,0.293468,0.358426,0.950263,0.233388,0.104648,0.0766265
"SCAP",2.85103,2.57246,2.62232,3.0539,1.4207,2.63337,2.49558,2.70219
"SCAPER",1.9349,1.97554,1.59031,0.983649,1.60159,2.94156,1.5968,2.04008
"SCARA3",1.86123,2.32324,0.656807,1.45548,1.37874,2.83631,0.86601,2.23423
"SCARA5",3.32259,3.54146,2.24736,2.40396,2.2484,3.19154,5.43494,6.41356
"SCARB1",1.19831,1.98501,1.84872,1.21188,1.34176,1.05284,2.45524,2.28105
"SCARB2",4.34404,5.80779,5.88346,4.42164,3.33085,5.78712,6.41391,6.12724
"SCARF1",3.80895,3.86487,3.56044,4.07838,4.31934,3.7594,3.97496,3.96467
"SCARF2",1.52267,1.5109,1.2847,1.71131,1.30762,1.5968,1.68946,2.14855
"SCARNA15",1.60544,3.07862,2.14196,2.09277,2.70495,2.73154,2.88306,3.18156
"SCARNA17",6.20172,3.94555,3.9889,6.08162,6.54874,4.21694,4.93584,3.91157
"SCARNA2",4.12261,2.73177,1.59836,2.61223,4.22534,1.08564,2.4686,1.83446
"SCCPDH",4.46784,5.03041,4.31883,3.64869,2.75005,3.90089,5.74907,5.25241
"SCD",3.68167,3.52932,4.12884,3.73275,2.00423,1.16286,9.2571,9.45644
"SCD5",3.03311,3.74406,3.33237,3.60559,4.44228,3.8816,3.34451,4.22497
"SCEL",0.168153,0.0363408,0.186647,0.960123,0.901348,0.242129,0.0496481,0.338246
"SCFD1",3.87247,4.47148,4.24192,3.00001,4.6356,5.02023,4.26533,4.50348
"SCFD2",3.28124,2.03533,1.87351,2.27731,1.8912,2.37986,2.55057,2.48137
"SCG2",3.63741,2.17369,4.00784,3.15106,2.60196,2.67253,0.782171,1.31679
"SCG3",0.11283,0.342896,0.180647,0.430311,0.705481,0.0659258,0.107405,0.199671
"SCG5",1.83612,2.04461,1.55751,2.01365,1.46207,2.45628,0.451329,1.44283
"SCGB1A1",0.305765,0.478917,0.0910229,0.632313,0.500768,0.829694,0.138612,0.254273
"SCGB1C1",1.04057,1.13406,0.895101,1.04199,0.962522,1.16286,0.771151,1.0274
"SCGB1D1",0.368123,0.412478,0.260439,0.253052,0.372489,0.96891,0.540738,0.260937
"SCGB1D2",0.130962,0.139542,0.163409,0.427031,0.542993,0.198494,0.0409822,0.343085
"SCGB2A1",0.370712,0.497121,0.254273,0.879545,0.542993,0.549736,0.144141,0.353786
"SCGB2A2",0.590248,0.0208829,0.237347,0.396597,1.50873,0.160732,0.237768,0.28026
"SCGB3A1",1.51778,1.48235,1.35804,1.30492,0.975905,1.43827,0.809397,1.59023
"SCGB3A2",0.613925,0.478917,0.198907,0.665221,0.389395,0.239562,-0.0357242,0.307151
"SCGBL",0.285227,0.316006,0.490909,0.254273,0.736707,0.55589,0.312517,0.233581
"SCGN",1.28266,1.62807,1.00968,1.22847,3.1245,1.57992,1.60314,1.45619
"SCHIP1",3.3491,2.98385,2.8556,3.63213,2.96341,2.45549,2.57619,2.12322
"SCIN",2.78505,3.44029,3.25167,3.37584,3.23404,2.4943,2.29057,4.00997
"SCLT1",2.23261,1.08635,3.31881,1.75067,2.33647,1.26819,1.5968,1.55655
"SCLY",1.1157,1.10615,1.11483,1.04259,1.95516,1.16481,1.0496,0.976805
"SCMH1",1.49237,1.66744,1.8476,1.20162,1.1087,2.51633,1.43714,1.46047
"SCML1",1.08225,1.13406,1.42103,0.58542,0.351372,1.46814,1.058,1.08885
"SCML2",2.49701,2.6449,2.30417,2.36734,2.56238,2.88709,1.84902,2.3914
"SCML4",0.67613,0.618189,0.394571,1.52963,1.07722,2.20845,0.776529,0.739758
"SCN10A",0.188101,0.271863,0.146203,0.800112,1.1866,0.238209,0.190593,0.185743
"SCN11A",2.71053,3.02914,2.82036,2.88215,3.00535,3.1514,2.4553,3.73261
"SCN1A",0.207779,0.320987,0.100948,1.43739,1.98923,0.621933,0.68753,0.338637
"SCN1B",1.23574,0.897091,0.847166,0.901118,0.905426,0.406518,0.994136,0.953313
"SCN2A",0.28748,0.449169,0.126184,0.402154,-0.0542208,0.292969,0.406405,0.0871928
"SCN2B",0.437538,0.869075,0.281567,0.604703,0.649465,2.58695,0.330613,0.429712
"SCN3A",0.207917,0.487937,-0.101534,0.565559,0.202739,0.693985,1.04741,0.143567
"SCN3B",0.871955,0.873634,1.01675,1.55503,0.81403,1.70258,0.886153,0.859022
"SCN4A",2.03733,1.99626,1.39198,2.33647,1.53795,1.88587,2.55262,2.30612
"SCN4B",2.27308,3.83056,2.89746,2.90528,3.4182,3.26902,3.74079,4.43531
"SCN5A",1.57332,0.996184,1.08646,1.00443,1.20504,0.824891,0.943151,0.811187
"SCN7A",1.33086,4.16947,2.4963,1.05131,2.0726,1.5968,1.53903,2.42831
"SCN8A",0.825502,0.516036,0.596513,1.62439,1.05681,2.92944,1.68948,0.826229
"SCN9A",0.295059,1.84989,0.774999,1.39438,1.31493,2.29901,2.9744,2.29206
"SCNM1",2.34663,2.20762,1.86467,1.17093,1.31748,1.12089,1.89893,2.17949
"SCNN1A",1.69243,1.63996,1.46041,2.25069,1.6997,1.94465,1.10038,1.54519
"SCNN1B",0.193315,0.478917,0.581255,1.15989,0.963746,1.39588,0.37653,0.657329
"SCNN1D",0.740579,0.551332,0.481412,0.511282,0.539686,0.554449,0.0317234,0.311732
"SCNN1G",0.965202,0.631922,0.424196,0.632313,0.809985,0.734868,1.11099,0.725377
"SCO1",2.52481,2.18247,2.02787,1.34971,1.84066,1.69295,1.58374,1.8799
"SCO2",2.99641,1.93352,2.9095,2.22376,1.72719,1.159,1.14342,1.52929
"SCOC",1.99615,2.7684,2.98598,2.39655,1.72561,3.34579,2.69977,2.78299
"SCP2",2.67915,4.82178,4.81037,3.99942,3.40507,4.32073,5.30492,5.57841
"SCPEP1",2.20405,4.40253,3.87923,1.55102,1.2337,5.14208,4.54025,4.65383
"SCRG1",4.34993,4.76526,3.08326,2.7563,2.71127,5.09487,0.931822,3.01142
"SCRIB",3.02405,2.65073,1.72362,2.60774,1.20504,1.88478,2.27339,2.37967
"SCRN1",0.341469,1.27682,1.37613,0.738394,0.851646,0.840241,0.755435,0.916656
"SCRN2",4.19774,3.70195,3.35461,4.97234,3.83359,4.81824,4.18286,4.57845
"SCRN3",0.045616,1.10271,1.64069,1.4024,0.960825,1.24267,2.44891,1.15782
"SCRT1",0.627117,0.56227,0.75235,0.88202,1.31534,1.64272,0.411233,0.960055
"SCT",2.07789,1.78397,1.89108,1.62454,0.976764,1.43529,1.80492,1.55928
"SCTR",1.20525,0.974084,0.807015,0.402154,0.871726,0.68512,1.49917,1.4631
"SCUBE1",0.953144,0.617091,0.369715,0.900739,0.314386,1.30937,0.232419,0.829696
"SCUBE2",3.56165,1.92207,3.49519,2.46535,1.20504,5.19554,2.96742,3.28463
"SCUBE3",2.7209,1.32352,1.21983,2.40442,3.26027,1.74701,1.42207,2.03853
"SCYL1",3.46414,3.33888,3.11668,2.73235,2.71975,3.16159,3.19354,3.12872
"SCYL2",3.20414,2.84673,3.37206,3.07078,3.32154,2.0928,3.38595,3.37715
"SCYL3",2.48688,3.27831,3.04082,3.68409,3.91457,4.17115,3.83942,3.42565
"SDAD1",2.71319,2.07677,2.77343,2.54879,2.79127,2.13492,3.04095,3.15295
"SDC1",2.42524,2.42192,1.96957,1.82415,2.13618,2.1364,2.13041,1.51873
"SDC2",5.16322,4.13006,5.1115,4.03856,3.12345,4.46391,4.76026,4.81107
"SDC3",2.87503,3.07152,3.10342,3.15663,2.82773,2.37851,2.82182,3.64075
"SDC4",2.21291,1.40127,2.47141,1.82289,1.39308,1.92848,1.56129,1.49591
"SDCBP",6.42057,6.66495,7.32203,5.95186,4.81552,6.34473,6.69144,6.43366
"SDCBP2",0.334828,0.284829,0.478917,0.526803,0.195508,0.879108,0.5187,0.927091
"SDCCAG1",5.46399,5.32445,5.21637,4.40489,4.38666,5.54054,5.55379,5.2276
"SDCCAG3",3.23716,2.77894,2.35003,2.68202,2.2903,1.28229,2.35665,1.62769
"SDCCAG8",3.95499,5.16968,4.50435,2.34923,3.91282,4.41735,4.55025,4.55137
"SDF2",2.32267,3.91913,4.01481,3.06348,1.8078,3.04774,3.15621,3.60928
"SDF2L1",1.82485,1.18967,0.530499,0.17287,0.713161,0.779862,0.288971,0.920918
"SDF4",2.49109,1.8129,2.55556,1.75168,0.787151,2.37466,1.82807,2.01062
"SDHA",5.54566,5.21918,5.33898,4.95292,4.42378,4.74198,6.43536,5.71344
"SDHAF1",1.5179,1.64371,1.40128,2.11051,1.60484,1.84527,1.27082,1.66403
"SDHAF2",2.80159,2.82687,3.30857,2.45632,3.48902,2.08995,3.06249,2.87489
"SDHAP1",6.24444,5.42813,5.24599,4.50948,6.06479,5.76305,6.43631,5.6293
"SDHAP2",5.54566,5.21918,5.33898,4.95292,4.42378,4.74198,6.43536,5.71344
"SDHAP3",0.394391,0.700397,0.558466,0.525998,-0.0160797,0.0363862,0.502522,0.620062
"SDHB",1.92992,2.06562,2.3577,1.76484,1.76484,2.20467,3.10415,3.07594
"SDHC",6.15869,6.97323,7.03867,6.54548,5.07757,7.60029,7.50516,7.63113
"SDHD",0.622545,2.83863,2.58819,0.775941,0.758841,2.25861,3.32592,3.19482
"SDK1",1.81155,1.57362,1.22966,1.30644,2.76907,2.12008,1.26305,1.88831
"SDK2",2.59068,2.52648,2.23104,2.34729,1.99742,1.87709,2.80454,2.70865
"SDPR",2.00623,2.56506,2.43983,2.37155,0.493479,4.86524,4.59984,4.02038
"SDR16C5",0.156475,0.00494628,-0.0390514,0.330093,0.146029,0.198494,0.286449,0.120029
"SDR39U1",2.42566,2.15623,1.62259,2.12419,2.17462,2.01577,1.89466,2.36795
"SDR42E1",1.24509,0.605351,0.49615,0.715544,0.46945,0.863886,0.353378,1.00005
"SDR9C7",0.878968,0.827316,0.808812,1.3199,1.28974,0.996243,0.74843,1.17363
"SDS",2.57787,2.19997,2.57174,1.89131,3.74956,1.9192,1.96142,1.94682
"SDSL",2.3754,2.18968,1.9887,3.14294,2.98294,3.04193,1.84812,2.61608
"SEBOX",0.702239,0.518991,0.609172,0.580744,0.495643,0.580614,0.541022,0.75859
"SEC1",1.00269,1.07503,1.25747,1.49032,0.63343,1.76414,0.588646,1.13993
"SEC11A",7.04753,8.3712,8.22418,7.43161,6.98115,8.60247,8.11441,8.06206
"SEC11C",4.67054,3.90075,3.09507,4.18046,2.47097,4.22887,3.73513,3.78574
"SEC13",5.04355,5.2596,6.11665,5.02417,4.84784,4.95589,4.89753,5.22526
"SEC14L1",6.74578,6.36645,7.27717,4.92001,6.17426,5.06998,7.68815,6.85531
"SEC14L2",0.96602,0.861281,0.965695,1.58792,1.30633,0.947438,0.578907,1.20504
"SEC14L3",0.303209,0.46798,-0.000569105,0.331002,0.817392,0.779862,0.49158,0.725627
"SEC14L4",0.615884,0.771262,0.888629,0.528364,0.521402,1.30244,0.662061,0.803202
"SEC14L5",0.682171,0.782295,0.682171,1.26338,0.739412,1.5968,0.489636,1.54837
"SEC16A",3.88524,3.91576,4.54841,3.59186,3.38133,2.69903,4.67751,3.85068
"SEC16B",1.47881,1.36137,1.41405,1.54657,1.02026,2.36999,1.71086,1.41405
"SEC22A",2.06679,1.66597,1.44128,1.92757,1.60876,2.9992,2.14649,1.18129
"SEC22B",6.15492,6.35765,7.25003,6.05814,5.47155,5.07485,6.85169,6.1007
"SEC22C",1.62372,2.93225,2.66075,1.77346,1.56445,3.78749,3.54807,3.34686
"SEC23A",3.32798,4.40007,5.18716,3.59718,3.38191,4.80526,4.18771,4.64869
"SEC23B",2.8188,2.57896,3.25671,2.1672,2.13552,1.87698,2.55556,2.51707
"SEC23IP",1.58796,1.79352,3.14623,1.20952,1.26432,0.582549,1.33026,1.60246
"SEC24A",3.23498,2.98385,4.2002,3.37857,3.63163,4.25169,3.76776,3.31146
"SEC24B",2.99465,4.04992,3.71316,3.25331,2.36081,4.41078,4.36415,4.12906
"SEC24C",3.64801,3.1518,2.95381,3.82185,2.29684,3.0255,3.10311,3.28374
"SEC24D",2.59647,3.17606,3.81475,2.3687,2.52938,2.6885,1.92043,2.78244
"SEC31A",6.13398,5.9079,6.51421,5.52426,4.21722,4.06282,5.53819,5.72811
"SEC31B",4.28823,4.86045,4.97207,4.26011,3.06476,4.39669,6.11952,5.02943
"SEC61A1",4.05554,2.80025,3.25602,3.13916,2.28349,1.58181,2.26559,3.01529
"SEC61A2",2.96976,3.13204,3.30084,3.19789,3.43217,2.56969,3.13383,2.89493
"SEC61B",3.80293,4.03256,4.54257,4.03256,3.07265,4.20956,4.36008,4.04625
"SEC61G",4.64708,5.90314,7.0755,6.11274,4.62735,5.93962,6.22001,6.10857
"SEC62",6.98347,7.08511,7.06613,6.71539,5.32355,7.21764,7.76501,7.08192
"SEC63",4.6136,4.66936,5.31878,5.48119,3.23072,4.09232,4.93583,4.5965
"SECISBP2",2.63891,2.91353,3.33253,1.57925,2.35867,2.58047,3.70513,3.00201
"SECISBP2L",2.46679,3.10735,2.87062,2.03388,2.64199,3.72182,4.27167,4.16243
"SECTM1",2.46175,1.71293,1.81677,2.92977,1.75348,1.46468,1.95938,1.88831
"SEH1L",3.60449,3.3885,3.67768,3.84126,3.63163,3.60554,3.47558,3.77114
"SEL1L",5.06017,4.6124,5.05473,4.33891,3.86905,2.52414,5.07246,4.28799
"SEL1L2",0.862474,0.698654,0.478917,1.28403,2.24322,1.32447,0.969547,2.09076
"SEL1L3",1.02603,0.882154,1.04008,1.49973,1.82523,0.818683,0.759731,1.00679
"SELE",0.597609,0.196569,3.2962,0.78138,-0.0915034,0.573237,0.102601,0.645371
"SELENBP1",2.7214,3.23821,2.93754,2.8301,2.78599,2.836,5.45934,4.5354
