"","GSM1536406","GSM1536407","GSM1536408","GSM1536409","GSM1536410","GSM1536411","GSM1536412","GSM1536413"
"SELK",4.23096,4.26404,6.19805,3.05091,2.94023,4.96075,5.21398,4.73958
"SELL",2.34973,1.1388,2.73983,1.66354,1.61649,0.85801,1.14697,1.54556
"SELM",3.61366,2.14125,2.48928,2.30476,1.98403,1.61457,2.06733,2.1276
"SELO",2.63587,2.35159,1.67516,1.85705,1.88361,1.26745,1.71667,2.05055
"SELP",3.30084,4.04626,2.02505,1.87921,1.81064,1.41631,3.77255,4.04008
"SELPLG",3.6979,2.82888,3.05788,3.04818,2.71574,2.56097,2.79541,2.82934
"SELS",4.14404,4.88302,5.49544,2.91009,1.71777,4.3288,4.45026,4.63506
"SELT",5.07253,4.9336,5.26935,3.34739,3.80694,3.38771,5.75542,5.69402
"SEMA3A",2.3888,1.77279,1.32231,0.939339,0.839372,0.895236,1.94902,0.216256
"SEMA3B",2.65485,1.76476,1.54614,1.97459,0.960727,2.64131,1.43589,2.10859
"SEMA3C",4.06655,3.91037,5.25667,4.83933,1.98403,4.98213,4.8237,5.79276
"SEMA3D",2.2577,1.11995,1.29081,2.61937,1.1709,2.41223,1.06982,0.533407
"SEMA3E",0.976899,1.60524,0.66463,1.08548,1.15482,1.5968,0.768227,1.76795
"SEMA3F",4.5904,4.2921,3.13011,4.52366,4.06041,3.37239,4.47471,3.95756
"SEMA3G",1.88831,4.45267,1.69627,2.91014,1.9104,4.1007,6.59578,5.64165
"SEMA4A",4.31025,1.30571,5.32836,1.41999,1.43697,0.978739,0.950225,1.58571
"SEMA4B",1.08885,1.34433,0.935229,-0.0257839,0.669936,0.319085,0.871726,0.594593
"SEMA4C",5.01779,5.25522,4.48816,4.26271,4.50891,5.97544,4.41077,4.72773
"SEMA4D",2.75673,2.01062,3.16571,2.76889,1.64196,1.37717,2.50301,2.04741
"SEMA4F",2.32157,2.13891,2.13041,1.63187,2.39585,2.97517,2.56687,2.23782
"SEMA4G",0.214751,0.0609566,0.255857,0.936558,0.630551,1.06325,0.125491,0.201211
"SEMA5A",2.97887,2.98508,4.28169,3.05454,2.71114,2.8117,3.41449,2.24663
"SEMA5B",1.6918,2.43297,1.572,0.816001,2.09282,0.782558,0.773428,2.01331
"SEMA6A",3.34973,3.88447,3.19028,2.63836,1.7371,3.33808,2.68057,3.35689
"SEMA6B",2.32001,1.63763,1.65301,1.59644,1.71615,1.39278,1.74957,1.54807
"SEMA6C",1.47446,1.69132,1.60393,2.07135,1.98402,1.39037,1.50499,1.48849
"SEMA6D",1.33722,4.49025,3.18924,3.20692,1.59422,3.78481,3.90097,4.24721
"SEMA7A",1.70217,2.15061,2.39013,1.5975,2.74147,0.621518,1.73504,2.41247
"SEMG1",0.141323,-0.00945936,-0.0371573,0.0929003,0.494037,0.136852,0.22667,0.0971609
"SEMG2",0.0992978,0.590127,0.404878,-0.0551639,1.32913,0.784459,0.422614,0.509359
"SENP1",2.08608,3.23821,2.28104,2.6623,2.92002,1.83995,2.3855,1.88831
"SENP2",2.51187,2.3165,1.99928,2.10032,1.69887,2.47337,2.27491,2.4626
"SENP3",4.36636,3.59462,3.23821,3.86091,3.69166,3.23322,3.39675,3.72543
"SENP5",5.73381,5.01237,5.26178,5.52283,4.69556,3.69172,5.19273,4.73044
"SENP6",4.50967,5.19836,4.84365,4.34307,4.85464,5.14778,5.06723,4.80944
"SENP7",2.52454,3.61764,2.51841,3.32048,1.99528,4.70476,3.57256,3.76112
"SENP8",0.685455,0.686527,0.401827,1.75584,1.13588,0.800687,0.269498,0.776352
"SEP15",3.86475,5.52798,5.64775,5.82198,3.85184,5.97317,5.14863,5.41766
"SEPHS1",4.32988,4.9086,4.73876,4.27872,3.41944,4.23788,5.16947,4.84547
"SEPHS2",4.23464,4.52194,3.97679,3.90383,3.24035,3.25483,4.32489,4.15601
"SEPN1",3.3225,3.90287,3.70829,3.62662,2.49519,3.20003,3.95464,3.29922
"SEPP1",7.41568,8.40693,7.90059,7.25736,5.84149,8.70073,8.97074,8.63976
"SEPSECS",3.89953,5.11143,3.9617,4.85136,4.73764,5.21544,4.91086,4.11708
"SEPT1",0.840014,0.683428,1.08107,1.15139,0.573538,1.13963,0.524422,0.768753
"SEPT10",6.03583,5.61187,5.25485,3.93746,5.13878,4.84984,5.49629,5.37977
"SEPT11",4.28489,3.92365,5.80326,4.72674,4.06511,2.7163,5.48828,3.64497
"SEPT12",1.97842,2.14124,2.00238,2.05331,2.83195,2.33944,2.16875,2.34266
"SEPT2",6.13732,7.52219,7.58299,6.5391,6.0518,7.62521,7.50992,7.61632
"SEPT3",1.43017,1.43766,1.28633,1.36807,0.962017,2.17837,0.949486,2.06993
"SEPT4",3.29892,3.02843,2.65941,1.43218,2.82598,1.70981,2.19352,2.95058
"SEPT5",1.1248,0.705877,0.950194,1.68567,2.55036,0.76483,0.933765,1.4631
"SEPT6",3.77436,4.66841,4.0109,3.01205,2.73088,4.1436,3.82104,4.06455
"SEPT7",4.25832,5.99987,5.76498,4.37612,4.58572,6.23857,5.52785,5.80385
"SEPT7L",1.1145,2.14277,1.8367,1.37349,1.57141,2.20656,2.16969,2.14122
"SEPT7P2",2.46545,3.06174,2.94692,0.677926,1.27295,2.83735,2.35513,3.00322
"SEPT8",3.42495,4.11686,3.59539,3.13327,3.2625,2.96705,3.00073,2.8142
"SEPT9",4.92559,5.66765,5.45246,4.02884,4.12366,4.30494,5.21013,5.28941
"SEPW1",6.949,6.9476,5.99275,6.17451,6.14467,7.09148,6.63614,6.77866
"SEPX1",1.32632,1.14914,1.82589,1.73395,2.01761,2.21374,1.60855,1.71463
"SERAC1",1.62873,1.72169,1.59415,2.00726,2.14891,1.80648,1.97946,2.02057
"SERBP1",7.25561,7.33784,7.57161,6.3492,5.62362,5.79342,7.35471,6.68758
"SERF1A",1.58997,3.42775,3.33706,2.77922,1.33688,1.83902,4.00818,3.19314
"SERF1B",1.58997,3.42775,3.33706,2.77922,1.33688,1.83902,4.00818,3.19314
"SERF2",7.18313,7.36154,7.42716,6.73015,6.28365,6.53322,7.98537,7.25803
"SERGEF",3.19694,4.00166,2.97897,1.59604,2.55688,3.25498,2.44929,3.04044
"SERHL",0.74603,0.740615,0.580956,0.647408,0.671327,0.992277,0.471754,0.84883
"SERHL2",0.585332,1.08493,0.914881,0.633359,0.505851,1.34508,0.600921,0.747713
"SERINC1",2.42413,6.60184,6.47985,3.92693,1.96457,7.04842,6.84899,6.75994
"SERINC2",0.970464,0.615615,0.623924,1.57288,0.313501,0.880622,0.30457,0.430619
"SERINC3",7.13883,7.72836,7.95867,6.76687,6.00139,7.23846,8.34723,7.74284
"SERINC4",1.63313,1.63269,0.97473,0.734308,2.33969,1.16286,1.71506,1.635
"SERINC5",3.61407,5.10358,4.71925,3.28051,3.81625,4.1007,4.47631,4.50896
"SERP1",6.58486,6.0103,6.24055,5.91458,5.00221,5.65977,5.61665,5.76912
"SERP2",1.39853,1.39853,0.536727,1.75584,1.78908,1.27192,1.78807,1.43833
"SERPINA1",3.46333,2.59926,4.23387,2.91984,1.75673,1.62568,1.83312,1.53133
"SERPINA10",0.968129,1.02434,1.10221,2.04851,1.97494,1.02384,1.05931,1.26721
"SERPINA12",0.367692,0.339743,0.339743,0.63674,0.528157,1.0529,0.188472,0.625757
"SERPINA2",0.66463,0.596513,0.536727,0.663083,0.849952,1.07115,0.671112,0.497103
"SERPINA3",3.09658,2.30783,3.51304,1.32634,2.04138,2.71269,0.66463,1.76379
"SERPINA4",1.56125,0.967656,1.26996,2.06013,2.07987,0.905583,0.823484,1.35779
"SERPINA5",1.57147,1.42855,1.84033,1.8201,1.59558,1.66984,0.931153,2.3786
"SERPINA6",0.419943,0.330666,0.22719,0.627453,1.13659,1.15304,0.369715,0.461049
"SERPINA7",0.370612,0.505723,0.0605741,0.479466,0.554156,0.895807,0.242144,0.492779
"SERPINA9",0.491749,0.511738,0.479258,0.530355,0.575499,0.164658,0.557998,0.412584
"SERPINB1",5.13193,4.57208,5.19664,4.45941,3.00807,5.82337,5.1322,5.66617
"SERPINB10",0.332071,0.13802,0.411322,0.9113,0.573538,0.15735,0.0577976,0.353786
"SERPINB11",0.293247,0.129572,0.256839,0.601814,0.665406,0.276082,0.147343,0.241754
"SERPINB12",0.478917,0.368117,0.279699,0.784252,0.871726,0.549851,0.515532,0.0434079
"SERPINB13",0.801382,1.08608,0.980857,1.13425,1.2777,1.04564,0.88253,0.796139
"SERPINB2",0.172978,0.0372146,0.207851,0.733325,0.864446,1.45376,0.45957,-0.05045
"SERPINB3",0.21092,0.082661,0.0879168,-0.0799589,0.146029,1.16286,0.139542,-0.0116827
"SERPINB4",-0.03066,0.00223652,-0.00716987,0.123753,0.560031,0.516889,-0.0231185,-0.196108
"SERPINB5",0.694999,0.260848,0.411322,0.726441,0.313501,0.779862,0.988917,0.393961
"SERPINB6",4.67458,5.04659,5.0045,3.15428,3.63164,3.49532,4.98584,4.32935
"SERPINB7",0.5446,0.242267,0.441151,0.412902,0.516194,0.375509,0.232419,0.326472
"SERPINB8",1.57002,0.601293,1.37613,0.938861,0.891495,1.2148,0.684399,0.568742
"SERPINB9",2.79003,2.67015,2.63814,2.76486,3.27987,3.04256,2.8176,2.04459
"SERPINC1",0.698964,0.501587,0.73967,0.326152,2.04311,0.549057,0.589763,0.370504
"SERPIND1",0.261448,0.567638,0.536661,0.46214,1.20504,2.24638,0.788808,1.02537
"SERPINE1",8.35269,4.20328,8.27988,6.09443,5.49888,1.94586,2.55937,1.9899
"SERPINE2",5.40649,6.55999,7.12045,6.73822,5.92971,6.26247,3.52927,3.67178
"SERPINF1",7.55269,8.18306,8.98155,5.79532,5.46309,6.89371,7.43647,7.04555
"SERPINF2",0.617942,0.616895,0.652711,0.63902,0.852726,0.836338,0.428536,0.573654
"SERPING1",6.33499,6.20665,6.01462,4.50301,4.2557,5.67408,5.8107,5.70331
"SERPINH1",6.50584,6.28211,7.64817,6.43629,5.05442,4.00234,5.28552,4.81107
"SERPINI1",2.07452,2.62255,1.75671,2.12316,1.912,3.26079,1.66136,2.6754
"SERPINI2",0.431088,0.70567,0.425233,0.747812,0.513742,0.471563,0.276468,0.418966
"SERTAD1",3.76671,2.33203,4.52154,1.38798,0.889192,0.966303,2.23486,1.63067
"SERTAD2",4.00809,4.31994,3.99972,3.77495,3.79178,4.89048,3.62257,3.80527
"SERTAD3",3.00547,1.79537,1.79437,1.82681,1.42018,1.18663,1.72116,1.42806
"SERTAD4",2.07599,1.40937,1.20807,0.871763,1.40758,2.94245,1.27884,0.871763
"SESN1",2.28727,4.40236,3.94471,2.24047,2.4056,2.77485,5.01374,4.00125
"SESN2",2.64192,1.47187,1.78807,1.65306,1.59558,1.19764,2.46355,1.65306
"SESN3",4.72751,5.2865,6.14964,2.71969,2.43224,3.4764,5.45744,4.49307
"SESTD1",2.21216,3.13044,3.36485,4.20578,3.50344,3.81278,5.02895,4.26304
"SET",6.76777,6.46047,6.73443,6.13792,6.51017,4.75906,6.43962,6.36059
"SETBP1",3.45124,3.36934,3.06395,2.57542,3.23256,2.79725,2.89097,2.71618
"SETD1A",1.81811,1.30926,1.37929,1.39699,2.28428,1.5733,2.00508,1.46409
"SETD1B",3.05406,3.34188,3.22923,3.64524,3.24155,3.03577,4.0556,3.29625
"SETD2",5.39074,5.09062,5.29944,4.69557,3.91501,4.98213,5.57604,5.19934
"SETD3",2.10537,2.6149,2.25066,1.32949,1.20748,3.69638,2.91791,2.38895
"SETD4",2.47888,2.72974,2.29941,1.79219,2.0229,1.54048,1.24623,2.78944
"SETD5",4.73028,4.5929,4.85059,3.78399,3.17149,3.35569,4.70834,3.96356
"SETD6",2.21309,2.95835,2.61342,2.69473,1.63631,2.54083,2.92363,2.86912
"SETD7",3.77436,4.16662,4.04527,2.85566,3.01396,5.42045,5.11273,4.9809
"SETD8",3.49242,3.84284,4.27701,3.83981,2.97382,1.93859,3.42157,3.01131
"SETDB1",1.40244,1.87596,1.76572,1.90447,2.04598,1.16374,1.64186,1.75366
"SETDB2",1.33162,2.37244,1.86816,1.38163,0.606666,2.36199,2.32976,1.81853
"SETMAR",3.24068,3.57848,3.48746,2.47803,2.08655,3.82359,3.61952,3.27979
"SETX",2.96848,3.57004,3.17692,2.74927,0.628906,2.65204,2.08914,2.72008
"SEZ6",0.392087,0.469383,0.449743,1.29613,0.660661,0.509926,0.354151,0.315066
"SEZ6L",1.47521,1.57362,1.31645,1.3748,3.06499,1.39504,1.61881,1.44308
"SEZ6L2",1.62873,0.861135,1.02381,1.87846,0.806013,0.380839,1.21021,0.950266
"SF1",6.1486,6.13801,6.80559,4.37367,4.82989,2.94163,6.69563,5.51951
"SF3A1",4.78675,5.03479,4.6635,4.51265,2.60367,5.90164,4.28488,5.26322
"SF3A2",2.35186,3.91197,2.13968,2.08018,1.60601,1.5872,2.56468,1.88831
"SF3A3",4.00835,3.42157,3.6319,1.91494,1.99334,4.2419,3.76776,2.66596
"SF3B1",6.2514,6.58313,6.62123,5.20531,5.95006,6.65254,6.57879,6.57702
"SF3B14",3.66342,4.32303,4.15435,3.56252,4.4087,3.67938,4.41781,4.987
"SF3B2",5.4599,6.31472,6.1008,5.58626,4.83167,5.46665,6.42673,5.87262
"SF3B3",2.12396,2.17825,2.11927,1.59421,1.31241,1.53843,1.70965,1.75584
"SF3B4",1.62873,0.707879,0.566795,0.879545,0.871726,1.14511,1.11646,0.822028
"SF3B5",3.18493,2.52404,2.37553,1.50699,1.08585,2.49628,2.55556,1.87678
"SF4",2.65318,2.9427,2.58537,2.83172,2.99465,1.93713,1.71506,2.31866
"SFI1",1.4693,2.16521,2.4986,1.52786,1.78294,1.7104,0.553508,2.51281
"SFMBT1",2.20881,2.20497,2.96036,3.57087,2.68847,3.15754,1.70134,2.10748
"SFMBT2",0.997898,1.74082,1.86689,1.86289,1.76772,1.95153,1.49702,1.71168
"SFN",4.52849,3.81087,3.80058,3.23876,4.73526,3.90924,4.2606,3.98247
"SFPQ",7.48724,7.74987,7.53896,6.49125,7.57061,8.65641,7.34744,7.64059
"SFRP1",4.83061,5.76416,3.94796,4.78266,4.9326,6.40947,6.30425,3.10117
"SFRP2",8.96208,8.32039,7.95555,7.15934,6.90287,8.44629,5.61446,6.71725
"SFRP4",5.49508,7.11087,6.84916,4.14112,4.40259,5.3251,1.95367,3.68168
"SFRP5",1.17353,0.473902,0.537715,0.51166,0.372299,0.598413,0.491607,0.391575
"SFRS1",7.53027,7.27093,7.13187,7.44071,7.27504,7.49106,7.00555,7.61447
"SFRS11",4.32536,4.89833,4.50699,3.09066,3.7237,4.39412,4.4672,5.12643
"SFRS12",3.31063,4.40024,4.19244,4.20678,3.79626,4.42975,4.05849,4.34174
"SFRS12IP1",5.22114,4.96323,4.76744,5.22955,4.9426,5.52117,5.50278,5.50016
"SFRS13A",5.71525,5.13562,5.75737,5.23215,4.7263,4.9436,4.61214,5.0169
"SFRS13B",1.42103,1.25194,1.8063,1.85879,1.97629,1.50367,0.846821,1.61191
"SFRS14",4.62692,4.63591,4.55469,4.25385,4.00208,4.05454,4.17076,4.573
"SFRS15",5.35325,5.56676,5.4711,3.88607,3.41254,4.52523,5.79516,5.12685
"SFRS16",5.74039,4.96076,4.47489,4.15964,4.52367,4.58443,4.6905,5.05057
"SFRS17A",3.8388,3.94447,3.39184,3.88186,3.19789,4.64287,3.64561,4.32142
"SFRS18",5.21131,5.39065,4.65855,4.69967,5.49649,5.85315,5.30044,5.56889
"SFRS2",6.51256,7.28232,7.88944,6.22331,6.68559,7.14345,7.25822,7.15449
"SFRS2B",4.82924,4.58666,4.35512,3.88211,3.77353,4.53356,5.10241,4.64984
"SFRS2IP",6.04767,5.34831,5.35237,5.32324,5.46411,4.90419,5.20751,5.56889
"SFRS3",6.05489,6.19856,6.72174,6.0179,5.25501,6.61621,6.13934,6.53625
"SFRS4",3.75777,4.71092,4.47308,2.72753,3.72947,3.8852,4.75383,4.49377
"SFRS5",6.13377,6.87737,7.17412,5.63065,6.40409,7.58269,7.11884,7.49508
"SFRS6",3.30268,4.42039,4.37521,2.56474,2.90449,4.84617,3.81457,4.02852
"SFRS7",4.27478,4.53694,5.73144,3.88951,3.60582,3.70755,3.86822,4.79423
"SFRS8",5.86505,4.90299,5.12565,4.6129,4.99279,2.9992,5.07906,4.25342
"SFRS9",4.62914,5.98851,6.42261,4.85468,4.01518,4.47465,6.04583,5.68768
"SFT2D1",4.17944,3.73569,3.95356,3.6267,2.02896,2.95906,4.44854,3.98297
"SFT2D2",2.1845,2.29718,3.18268,1.16757,1.0476,0.806773,1.34795,1.56088
"SFT2D3",1.33856,1.50108,2.05849,1.71512,1.21667,1.8082,2.1781,1.8198
"SFTA2",0.871726,0.77126,0.107469,0.424655,0.833313,1.62862,0.605037,0.677333
"SFTA3",-0.187413,0.03843,-0.294964,0.0929003,0.0299755,0.252462,-0.0506052,-0.0275266
"SFTPA1",0.979776,0.00302151,0.031248,0.454186,0.409922,0.200488,0.109338,0.324
"SFTPA2",0.979776,0.00302151,0.031248,0.454186,0.409922,0.200488,0.109338,0.324
"SFTPB",4.31357,4.49697,4.5665,4.5377,5.19407,3.49952,4.45453,5.08961
"SFTPC",6.15935,5.65457,5.72163,5.47658,5.4691,5.54305,5.69733,6.18299
"SFTPD",1.43745,1.44879,1.04445,1.6749,1.08917,1.62457,1.4375,1.25741
"SFXN1",4.77425,5.31587,5.31478,5.31852,5.5053,4.73223,4.53216,5.1812
"SFXN2",1.43588,1.8005,1.39264,1.75584,2.63971,1.21267,1.79072,1.46957
"SFXN3",4.6334,4.39201,4.19629,2.487,4.27055,3.98378,3.91384,3.31133
"SFXN4",2.35223,2.3577,2.96314,2.22463,1.20504,1.73213,2.41342,3.08011
"SFXN5",3.38415,2.17497,2.3471,2.78456,2.46575,2.00283,2.43349,2.05751
"SGCA",0.562862,1.13038,0.727524,0.762098,0.679898,0.662415,0.022094,0.662896
"SGCB",5.11105,5.54243,5.7189,3.74834,3.56913,5.25604,6.0761,5.27069
"SGCD",3.30573,2.72857,3.25522,1.61223,1.92003,1.89554,1.04689,1.35286
"SGCE",3.79813,5.12177,5.16705,3.65792,3.07608,5.75243,5.43107,5.3371
"SGCG",0.370712,0.456503,0.206998,0.907742,0.947309,1.08335,0.436955,0.96314
"SGCZ",-0.160529,0.321678,0.102177,0.428752,0.308325,0.497082,-0.0937148,0.101771
"SGEF",2.87083,3.4164,4.78199,3.42967,3.05375,4.08032,2.64313,3.53931
"SGIP1",0.0708802,0.790365,-0.0992263,0.316808,0.0219687,0.878269,0.145035,0.15898
"SGK1",7.74206,5.95971,9.28283,6.54445,5.40649,5.81868,5.49261,4.99279
"SGK196",1.60756,1.3227,1.71995,1.26779,2.28408,1.23092,1.26485,1.07003
"SGK2",0.401521,0.0643468,-0.0539865,0.55278,1.38122,0.448991,0.524987,0.243214
"SGK223",1.25213,1.64791,2.08364,2.98357,1.58349,1.093,2.42278,1.96331
"SGK269",4.52367,5.43836,4.82396,4.68584,5.26433,5.53037,4.95117,4.57471
"SGK3",1.62873,1.67798,1.1856,1.11103,1.81349,1.9494,1.44681,1.10287
"SGK494",1.23305,1.29731,0.676263,1.78041,1.95759,1.5497,1.75219,1.65721
"SGMS1",0.869013,1.61525,2.20029,2.09937,1.22784,2.31908,2.64156,1.96532
"SGMS2",2.37481,2.22575,2.63594,2.86364,1.86552,3.34619,2.07312,1.74077
"SGOL1",1.31008,1.28752,1.28752,1.25858,1.23207,0.703588,1.47139,1.56619
"SGOL2",0.811817,1.49989,1.03762,1.07767,0.315678,1.75276,0.907302,0.413579
"SGPL1",4.04057,4.6793,5.36409,3.44977,1.25356,2.95068,4.83282,4.18839
"SGPP1",1.40845,1.42014,1.49997,1.57354,1.40845,1.54405,2.11507,1.62788
"SGPP2",1.77481,1.64171,1.1559,1.4052,2.59862,2.08244,2.70963,2.51379
"SGSH",3.61659,4.0473,4.11599,2.22228,3.68143,3.06244,4.34361,3.07397
"SGSM1",0.681166,0.409519,0.222739,0.65242,0.912376,0.765656,0.498529,0.604051
"SGSM2",4.71422,4.63376,3.9372,3.58201,4.41406,4.16948,3.87746,4.12959
"SGSM3",2.54262,1.9061,1.54008,1.45623,0.745148,1.40151,1.70416,1.37458
"SGTA",2.50198,2.63386,2.5543,2.44038,1.98168,2.91886,1.69359,2.16207
"SGTB",0.680323,1.3647,1.27378,1.06467,0.548025,1.5968,2.0025,1.55588
"SH2B1",2.35832,1.98174,1.76824,1.47313,2.01145,2.46287,1.0215,2.01314
"SH2B2",0.78252,0.902703,1.00345,0.618601,1.77118,0.779862,0.553091,0.778802
"SH2B3",1.62873,2.12569,1.96397,1.96738,0.787221,1.49783,1.78807,1.41326
"SH2D1A",1.11615,1.96667,1.00796,1.64602,1.88543,2.82212,1.59216,1.33605
"SH2D1B",0.68639,0.68639,0.553781,0.784476,1.19678,0.888626,1.00824,0.78217
"SH2D2A",1.17818,0.25588,0.254273,0.716124,1.62148,0.877369,0.813446,0.333522
"SH2D3A",4.16823,3.94052,3.77945,3.777,4.31061,3.87645,3.98394,4.81624
"SH2D3C",2.3577,2.36215,1.66683,1.67132,1.67457,1.22706,1.75878,1.8723
"SH2D4A",1.4368,1.81962,2.02749,2.46075,2.37705,2.0796,1.5968,2.14804
"SH2D4B",0.600775,0.636216,0.471576,0.587462,1.03681,0.94219,0.602815,0.406161
"SH2D5",2.24824,2.24824,2.24824,2.46853,2.01238,2.04615,2.13289,2.74118
"SH2D6",1.47567,1.85175,1.27022,1.56637,2.64313,1.40732,1.20341,2.01607
"SH3BGR",1.38895,2.31324,2.38776,0.736588,2.29632,2.51402,2.85108,2.02089
"SH3BGRL",5.06045,6.26646,5.88388,5.42989,4.11009,6.29882,5.72845,6.33191
"SH3BGRL2",2.31218,3.02721,2.62421,2.47672,2.28061,3.39614,3.73709,3.11255
"SH3BGRL3",7.48008,6.47523,6.18617,5.67573,5.31859,4.52523,5.99657,6.03475
"SH3BP1",0.924402,0.41418,0.419848,0.254273,0.407255,1.26504,-0.0686328,0.630592
"SH3BP2",3.2578,3.68032,4.22563,2.84162,3.49575,3.74443,3.58213,3.51382
"SH3BP4",3.64594,3.05699,4.30912,2.16671,2.33833,1.73385,2.76543,3.51203
"SH3BP5",5.74143,6.88879,6.79691,5.09664,5.6423,7.74358,7.00176,6.97427
"SH3BP5L",2.62571,2.26048,2.24454,2.42427,2.40317,2.63266,1.99234,3.00752
"SH3D19",8.25521,7.48787,8.8651,7.22603,7.069,5.88038,9.13979,7.59726
"SH3D20",0.275765,0.40678,0.576145,0.358802,1.18621,0.618018,0.66463,0.658221
"SH3GL1",3.30684,1.37225,2.13041,2.7464,1.27202,2.10537,0.712396,2.65073
"SH3GL1P1",-0.0190833,0.417412,0.14008,0.080884,0.128449,0.733334,0.438617,0.0318354
"SH3GL1P2",1.93505,1.35809,1.41275,2.33647,1.63686,2.52005,1.16261,1.47173
"SH3GL2",0.0806551,0.370712,-0.192049,0.646836,0.146029,1.46819,0.106041,0.0971609
"SH3GL3",1.52839,1.08166,1.57333,1.32463,2.28463,1.6522,1.32253,1.96664
"SH3GLB1",5.11221,5.20139,5.64693,4.34758,3.69476,3.92282,5.90208,4.83167
"SH3GLB2",1.31038,2.06598,2.10111,1.56543,1.84163,2.69619,1.71857,2.55727
"SH3KBP1",10.6405,10.4328,9.81913,10.6147,10.834,10.2784,10.752,10.6463
"SH3PXD2A",6.64133,5.11863,6.19036,4.72391,6.18831,3.00636,4.23285,3.39983
"SH3PXD2B",2.86098,3.04282,4.51974,2.80717,2.95089,1.32935,1.92828,1.95012
"SH3RF1",1.02881,1.31777,1.07544,1.17629,1.1507,1.02881,1.1096,1.33928
"SH3RF2",0.952109,0.92699,0.780048,1.54736,2.12523,1.38831,0.510923,0.924338
"SH3RF3",3.8672,2.26365,2.94785,1.24799,0.588147,2.65013,2.03706,1.00303
"SH3TC1",3.68738,3.37989,2.67373,2.19052,2.87839,2.4328,2.87325,2.70574
"SH3TC2",1.21773,0.999799,0.782171,0.669441,0.839535,0.908134,0.489636,1.13227
"SH3YL1",2.06669,2.34434,2.08489,2.31227,1.98268,2.52743,1.93785,1.62873
"SHANK1",1.32759,1.2525,1.15747,1.37577,1.75352,1.10169,1.02842,0.966094
"SHANK2",1.25212,1.22265,0.91923,1.4331,1.17843,1.40566,0.963772,0.927091
"SHANK3",2.57039,3.66582,1.52696,2.00015,1.73079,1.35574,3.10658,4.09283
"SHARPIN",3.08456,2.96477,2.50936,2.75788,3.38453,3.53802,3.17645,3.10783
"SHB",5.95896,4.7211,3.49863,4.92935,3.02711,4.60552,3.50657,4.4272
"SHBG",1.41306,1.3458,1.53783,1.44592,1.27164,0.989104,0.934306,1.56815
"SHC1",5.06646,5.8129,5.96949,3.6006,3.08547,3.46941,5.34057,4.95134
"SHC2",1.7638,2.14294,1.05976,1.74834,1.55335,1.905,1.34616,2.44519
"SHC3",0.779862,2.3975,0.887571,0.456598,1.03566,0.584441,0.232419,0.690765
"SHC4",0.714304,0.933911,0.505917,0.870356,1.32903,1.93581,0.916064,1.45668
"SHCBP1",0.411993,0.274584,0.100832,0.522248,0.202192,0.371061,0.394829,0.0169826
"SHD",1.13539,1.65142,1.05878,1.3134,1.15165,1.74884,1.27186,1.51727
"SHE",0.305765,2.29798,1.77135,1.90268,1.6422,1.77394,2.83828,3.56358
"SHF",2.1841,2.02625,1.83484,1.97196,1.85411,1.85411,1.70935,1.79818
"SHFM1",7.18735,7.64057,7.19023,7.82607,6.96169,7.37058,7.60568,7.44702
"SHH",0.291736,0.508897,0.538799,0.400921,0.755261,1.17786,0.26637,0.447485
"SHISA2",0.427691,0.364313,0.341703,0.396945,0.949488,0.373599,0.139542,0.314524
"SHISA3",0.543794,0.640464,0.334274,0.825593,0.871726,1.35118,0.78217,0.190474
"SHISA4",1.20504,0.902703,0.877195,1.34842,1.37093,0.861142,0.649985,0.781307
"SHISA5",5.07948,4.70731,4.54337,2.9858,2.44763,3.41435,4.89948,5.25612
"SHISA6",0.631462,0.638269,0.432766,0.720931,0.309104,0.582138,0.547875,0.829474
"SHISA7",1.97941,1.75331,1.43527,1.68186,2.2583,1.62435,1.36846,1.50868
"SHISA8",0.429875,0.485799,0.227151,0.0470297,1.62432,0.467326,0.558134,0.0789696
"SHISA9",2.24474,1.33971,1.2632,1.56042,1.19448,1.16286,1.25191,1.29599
"SHKBP1",2.37192,2.41993,2.30853,1.823,1.36781,1.7978,1.38592,1.73284
"SHMT1",2.45028,2.6588,2.66919,2.30502,2.02496,2.39595,4.33546,3.63129
"SHMT2",7.02266,7.22953,6.93593,7.44621,6.75118,6.98298,6.05281,6.85081
"SHOC2",4.10148,4.72064,4.93013,4.28457,4.44558,4.05405,4.86062,4.32247
"SHOX",0.565573,0.478917,-0.168666,1.43218,0.360757,0.568199,0.33839,0.33839
"SHOX2",1.9358,1.78015,1.52766,1.55753,2.43845,1.76522,0.926905,2.26669
"SHPK",1.76723,1.59407,1.4068,1.78108,2.18591,2.2241,1.21968,1.70754
"SHPRH",0.853957,1.4515,1.14874,1.15989,1.60394,1.52784,1.50404,1.75177
"SHQ1",3.75421,3.49863,3.46986,2.79869,2.98466,4.43688,2.38996,2.31649
"SHROOM1",3.42669,4.01953,2.87746,2.86874,3.39353,3.64322,3.11442,4.00827
"SHROOM2",1.10084,0.713102,0.561753,0.596663,0.984619,0.728658,0.728658,0.657878
"SHROOM3",1.56986,1.47579,1.50522,1.65672,1.96758,1.57022,1.42058,1.31605
"SHROOM4",4.18456,4.11428,3.92386,2.14847,2.7066,2.13557,3.88179,4.28396
"SI",0.083203,-0.049084,0.0411916,0.414636,0.573538,0.521803,0.299905,0.0227222
