"gene_symbol","module_color","MM","MM_pvalue","GS","GS_pvalue"
"RGPD2","salmon",0.684946714002873,0.0608703489790536,0.318109589821151,0.44256132074563
"RGPD3","salmon",0.684946714002873,0.0608703489790536,0.318109589821151,0.44256132074563
"RGPD4","salmon",0.684946714002873,0.0608703489790536,0.318109589821151,0.44256132074563
"GXYLT2","salmon",0.796242790917112,0.0180483084531613,0.573356379476413,0.137325860877323
"PDE1C","salmon",0.576428863406459,0.134743659776936,0.910287921766987,0.00168579171758995
"NRBF2","salmon",0.890364987906274,0.00302953365628351,0.659833272818063,0.0750071494267957
"DOCK5","salmon",0.875798913870475,0.00435469735154456,0.772746694574615,0.0245671719468973
"SH3PXD2B","salmon",0.852641251515999,0.00714153988013837,0.700127848387782,0.0531614218203057
"KDELR3","salmon",0.777245039762976,0.0232218163288192,0.786065982888073,0.0207187103816924
"ATXN7","salmon",0.840341766685439,0.00899508977011052,0.496220038272387,0.211038003971449
"LMNA","salmon",0.819534868861039,0.0127763744177026,0.590466815420518,0.12329243264963
"GARS","salmon",0.856122142553708,0.0066656174125945,0.517065198596375,0.189443800884318
"UGCG","salmon",0.460141871390394,0.251281071436252,0.440816694277319,0.274300752969648
"PRO2852","salmon",0.49963622331397,0.207415106802439,0.0810831331584545,0.848634159797485
"C1QTNF5","salmon",0.923005830136871,0.00107619593609106,0.708725455744394,0.0490699802261479
